1.631874,-2.6454645585261e-08
1.6318740001,-2.64437003405504e-08
1.6318740002,-2.64327537635722e-08
1.6318740003,-2.64218089629509e-08
1.6318740004,-2.64108623859727e-08
1.6318740005,-2.63999153649053e-08
1.6318740006,-2.63889705642839e-08
1.6318740007,-2.63780239873057e-08
1.6318740008,-2.63670787425951e-08
1.6318740009,-2.63561323876615e-08
1.631874001,-2.63451873649956e-08
1.6318740011,-2.63342407880174e-08
1.6318740012,-2.63232942110392e-08
1.6318740013,-2.63123489663286e-08
1.6318740014,-2.63014028334396e-08
1.6318740015,-2.62904575887291e-08
1.6318740016,-2.62795112337955e-08
1.6318740017,-2.62685662111295e-08
1.6318740018,-2.62576194121067e-08
1.6318740019,-2.62466728351285e-08
1.631874002,-2.62357278124625e-08
1.6318740021,-2.62247812354843e-08
1.6318740022,-2.6213836434863e-08
1.6318740023,-2.62028896358402e-08
1.6318740024,-2.61919443911296e-08
1.6318740025,-2.6180998036196e-08
1.6318740026,-2.61700512371732e-08
1.6318740027,-2.61591064365518e-08
1.6318740028,-2.61481598595736e-08
1.6318740029,-2.61372148369077e-08
1.631874003,-2.61262682599295e-08
1.6318740031,-2.61153230152189e-08
1.6318740032,-2.61043766602853e-08
1.6318740033,-2.60934300833071e-08
1.6318740034,-2.60824848385965e-08
1.6318740035,-2.60715382616183e-08
1.6318740036,-2.6060593460997e-08
1.6318740037,-2.60496468840188e-08
1.6318740038,-2.60387016393082e-08
1.6318740039,-2.60277548402854e-08
1.631874004,-2.60168084853518e-08
1.6318740041,-2.60058636847305e-08
1.6318740042,-2.59949171077523e-08
1.6318740043,-2.59839720850863e-08
1.6318740044,-2.59730252860635e-08
1.6318740045,-2.59620804854421e-08
1.6318740046,-2.59511339084639e-08
1.6318740047,-2.59401873314857e-08
1.6318740048,-2.59292423088198e-08
1.6318740049,-2.59182957318416e-08
1.631874005,-2.5907350487131e-08
1.6318740051,-2.58964041321974e-08
1.6318740052,-2.58854588874868e-08
1.6318740053,-2.58745127545978e-08
1.6318740054,-2.58635657335304e-08
1.6318740055,-2.58526207108645e-08
1.6318740056,-2.58416741338863e-08
1.6318740057,-2.58307293332649e-08
1.6318740058,-2.58197823121975e-08
1.6318740059,-2.58088377336207e-08
1.631874006,-2.57978909345979e-08
1.6318740061,-2.57869445796644e-08
1.6318740062,-2.57759993349538e-08
1.6318740063,-2.57650527579756e-08
1.6318740064,-2.57541077353096e-08
1.6318740065,-2.57431611583314e-08
1.6318740066,-2.57322159136208e-08
1.6318740067,-2.57212697807319e-08
1.6318740068,-2.57103229817091e-08
1.6318740069,-2.56993781810877e-08
1.631874007,-2.56884313820649e-08
1.6318740071,-2.56774865814435e-08
1.6318740072,-2.56665400044653e-08
1.6318740073,-2.56555947597548e-08
1.6318740074,-2.56446481827766e-08
1.6318740075,-2.56337016057984e-08
1.6318740076,-2.56227565831324e-08
1.6318740077,-2.56118102281988e-08
1.6318740078,-2.56008649834882e-08
1.6318740079,-2.558991840651e-08
1.631874008,-2.55789733838441e-08
1.6318740081,-2.55680268068659e-08
1.6318740082,-2.55570802298877e-08
1.6318740083,-2.55461352072217e-08
1.6318740084,-2.55351884081989e-08
1.6318740085,-2.55242436075775e-08
1.6318740086,-2.55132970305993e-08
1.6318740087,-2.55023517858888e-08
1.6318740088,-2.54914052089106e-08
1.6318740089,-2.54804586319324e-08
1.631874009,-2.5469513831311e-08
1.6318740091,-2.54585672543328e-08
1.6318740092,-2.54476220096223e-08
1.6318740093,-2.54366756546887e-08
1.6318740094,-2.54257306320227e-08
1.6318740095,-2.54147840550445e-08
1.6318740096,-2.54038374780663e-08
1.6318740097,-2.53928924554003e-08
1.6318740098,-2.53819456563775e-08
1.6318740099,-2.53710008557562e-08
1.63187401,-2.53600540567334e-08
1.6318740101,-2.5349109256112e-08
1.6318740102,-2.53381624570892e-08
1.6318740103,-2.53272161021556e-08
1.6318740104,-2.53162710794896e-08
1.6318740105,-2.53053245025114e-08
1.6318740106,-2.52943792578009e-08
1.6318740107,-2.52834326808227e-08
1.6318740108,-2.52724876581567e-08
1.6318740109,-2.52615413032231e-08
1.631874011,-2.52505945042003e-08
1.6318740111,-2.52396494815343e-08
1.6318740112,-2.52287029045561e-08
1.6318740113,-2.52177578818902e-08
1.6318740114,-2.5206811304912e-08
1.6318740115,-2.5195866282246e-08
1.6318740116,-2.51849194832232e-08
1.6318740117,-2.51739733503342e-08
1.6318740118,-2.51630281056237e-08
1.6318740119,-2.51520815286455e-08
1.631874012,-2.51411362839349e-08
1.6318740121,-2.51301883746891e-08
1.6318740122,-2.51192449063353e-08
1.6318740123,-2.51082969970895e-08
1.6318740124,-2.50973519744235e-08
1.6318740125,-2.50864053974453e-08
1.6318740126,-2.50754599306902e-08
1.6318740127,-2.5064513353712e-08
1.6318740128,-2.50535685530906e-08
1.6318740129,-2.50426219761124e-08
1.631874013,-2.50316769534464e-08
1.6318740131,-2.50207303764682e-08
1.6318740132,-2.50097851317577e-08
1.6318740133,-2.49988387768241e-08
1.6318740134,-2.49878935321135e-08
1.6318740135,-2.49769456228677e-08
1.6318740136,-2.49660019324693e-08
1.6318740137,-2.49550540232235e-08
1.6318740138,-2.49441087785129e-08
1.6318740139,-2.49331622015347e-08
1.631874014,-2.49222169568242e-08
1.6318740141,-2.49112708239352e-08
