0,0,0
0.2,4.28749578638099,0
0.4,5.65738460753516,0
0.6,6.65353135927609,0
0.8,7.46496374392745,0
1,8.1619082409719,0
1.2,8.77938726314033,0
1.4,9.337764618102,0
1.6,9.85007871374512,0
1.8,10.3252531907996,0
2,10.7697024909649,0
2.2,11.1882144033251,0
2.4,11.5844709454525,0
2.6,11.9613733761045,0
2.8,12.3212542825208,0
3,12.6660211784555,0
3.2,12.9972567845224,0
3.4,13.316290926259,0
3.6,13.6242532659932,0
3.8,13.9221127497699,0
4,14.2107076334987,0
4.2,14.490768692865,0
4.4,14.7629374126107,0
4.6,15.0277804182274,0
4.8,15.2858010546433,0
5,15.5374487703637,0
5.2,15.7831267934782,0
5.4,16.0231984636979,0
5.6,16.2579924964306,0
5.8,16.4878073904479,0
6,16.7129151429891,0
6.2,16.9335644004205,0
6.4,17.1499831455239,0
6.6,17.3623810018161,0
6.8,17.5709512193521,0
7,17.7758723940516,0
7.2,17.9773099628515,0
7.4,18.1754175092888,0
7.6,18.3703379079935,0
7.8,18.5622043316568,0
8,18.7511411400823,0
8.2,18.9372646677144,0
8.4,19.1206839234156,0
8.6,19.3015012141162,0
8.8,19.479812702185,0
9,19.6557089049044,0
9.2,19.8292751432091,0
9.4,20.0005919458263,0
9.6,20.1697354141024,0
9.8,20.3367775520723,0
10,20.5017865657235,0
10.2,20.6648271348844,0
10.4,20.8259606607261,0
10.6,20.9852454914909,0
10.8,21.1427371287334,0
11,21.2984884160876,0
11.2,21.4525497123266,0
11.4,21.604969050281,0
11.6,21.7557922829958,0
11.8,21.9050632183532,0
12,22.0528237432502,0
12.2,22.1991139383023,0
12.4,22.3439721839372,0
12.6,22.4874352586539,0
12.8,22.6295384301407,0
13,22.7703155398726,0
13.2,22.9097990817494,0
13.4,23.0480202752758,0
13.6,23.1850091337398,0
13.8,23.3207945277981,0
14,23.4554042448407,0
14.2,23.5888650444696,0
14.4,23.7212027103989,0
14.6,23.8524420990516,0
14.8,23.9826071851067,0
15,24.1117211042256,0
15.2,24.2398061931687,0
15.4,24.3668840274925,0
15.6,24.4929754570041,0
15.8,24.6181006391312,0
16,24.7422790703577,0
16.2,24.8655296158569,0
16.4,24.9878705374492,0
16.6,25.1093195199956,0
16.8,25.229893696335,0
17,25.3496096708595,0
17.2,25.4684835418189,0
17.4,25.5865309224356,0
17.6,25.7037669609074,0
17.8,25.820206359368,0
18,25.9358633918706,0
18.2,26.0507519214553,0
18.4,26.1648854163567,0
18.6,26.2782769654033,0
18.8,26.3909392926585,0
19,26.502884771346,0
19.2,26.6141254371044,0
19.4,26.7246730006073,0
19.6,26.8345388595881,0
19.8,26.9437341103005,0
20,27.0522695584497,0
20.2,27.1601557296207,0
20.4,27.2674028792343,0
20.6,27.3740210020546,0
20.8,27.4800198412732,0
21,27.5854088971933,0
21.2,27.6901974355334,0
21.4,27.7943944953728,0
21.6,27.8980088967556,0
21.8,28.0010492479717,0
22,28.1035239525324,0
22.2,28.2054412158535,0
22.4,28.3068090516637,0
22.6,28.4076352881491,0
22.8,28.5079275738493,0
23,28.607693383316,0
23.2,28.7069400225449,0
23.4,28.8056746341942,0
23.6,28.9039042025973,0
23.8,29.0016355585813,0
24,29.098875384099,0
24.2,29.1956302166843,0
24.4,29.2919064537387,0
24.6,29.3877103566563,0
24.8,29.4830480547946,0
25,29.5779255492991,0
25.2,29.6723487167871,0
25.4,29.766323312897,0
25.6,29.8598549757098,0
25.8,29.9529492290481,0
26,30.0456114856569,0
26.2,30.1378470502729,0
26.4,30.2296611225859,0
26.6,30.3210588000975,0
26.8,30.4120450808805,0
27,30.5026248662447,0
27.2,30.5928029633114,0
27.4,30.6825840875013,0
27.6,30.7719728649388,0
27.8,30.8609738347766,0
28,30.9495914514434,0
28.2,31.0378300868178,0
28.4,31.1256940323318,0
28.6,31.2131875010058,0
28.8,31.3003146294187,0
29,31.3870794796149,0
29.2,31.4734860409511,0
29.4,31.5595382318847,0
29.6,31.6452399017072,0
29.8,31.7305948322227,0
30,31.8156067393755,0
30.2,31.9002792748275,0
30.4,31.9846160274878,0
30.6,32.0686205249963,0
30.8,32.1522962351621,0
31,32.2356465673595,0
31.2,32.3186748738832,0
31.4,32.4013844512623,0
31.6,32.4837785415369,0
31.8,32.5658603334974,0
32,32.6476329638876,0
32.2,32.729099518574,0
32.4,32.8102630336809,0
32.6,32.8911264966942,0
32.8,32.9716928475331,0
33,33.051964979593,0
33.2,33.1319457407584,0
33.4,33.211637934388,0
33.6,33.2910443202732,0
33.8,33.3701676155697,0
34,33.4490104957042,0
34.2,33.5275755952569,0
34.4,33.6058655088193,0
34.6,33.6838827918302,0
34.8,33.761629961389,0
35,33.8391094970473,0
35.2,33.9163238415802,0
35.4,33.9932754017375,0
35.6,34.0699665489747,0
35.8,34.146399620166,0
36,34.2225769182984,0
36.2,34.2985007131487,0
36.4,34.3741732419425,0
36.6,34.4495967099972,0
36.8,34.524773291349,0
37,34.5997051293632,0
37.2,34.6743943373308,0
37.4,34.7488429990494,0
37.6,34.8230531693901,0
37.8,34.8970268748502,0
38,34.9707661140935,0
38.2,35.0442728584763,0
38.4,35.1175490525613,0
38.6,35.1905966146197,0
38.8,35.2634174371201,0
39,35.3360133872075,0
39.2,35.4083863071691,0
39.4,35.480538014891,0
39.6,35.552470304303,0
39.8,35.6241849458136,0
40,35.6956836867351,0
40.2,35.7669682516982,0
40.4,35.8380403430582,0
40.6,35.9089016412912,0
40.8,35.9795538053812,0
41,36.0499984731995,0
41.2,36.1202372618743,0
